cancer_type	cancer_type_code	drug	gene	proximal_cancer_genes	label	type_alt	genomic_element	samples_mut_treatment	freq_t	samples_mut_control	freq_c	qvalue	log_qvalue	log2(odds_ratio)	significant	annotated	representative_mech	is_treatment_exclusive	is_TED	Literature	comment	is_subtype	found_in_subtype	is_target_treatment
Breast carcinoma	BRCA	CDK4__6_inhibitor	CDH1		CDH1 - CDK4  6 inhibitor (BRCA)	coding mutations		14	0.20588235294117646	13	0.06467661691542288	0.021098230990991642	1.6757539571695208	1.9070012938869139	True	False	False	False	False			False	True	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	APC		APC - Anti AR  GnRH (PRAD)	coding mutations		31	0.09567901234567901	3	0.0196078431372549	0.021220002776405646	1.6732545636119838	2.4035683358678264	True	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	PIK3CA		PIK3CA - Platinum (COREAD)	coding mutations		44	0.16058394160583941	17	0.3333333333333333	0.02313404553825364	1.6357484138654272	-1.5922421642832516	False	False	True	False	False			False	False	False
Breast carcinoma	BRCA	Taxane	ERBB2		ERBB2 - Taxane (BRCA)	coding mutations		23	0.06267029972752043	2	0.009950248756218905	0.024100756741398572	1.6179693207672916	2.738338025118316	True	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Folate_antagonist	PIK3CA		PIK3CA - Folate antagonist (BRCA)	coding mutations		19	0.5588235294117647	58	0.2885572139303483	0.024100756741398572	1.6179693207672916	1.7428940310699663	True	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	PIK3CA		PIK3CA - Pyrimidine antagonist (BRCA)	coding mutations		122	0.4236111111111111	58	0.2885572139303483	0.024100756741398572	1.6179693207672916	0.8670966380805772	True	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Alkylating	ERBB2		ERBB2 - Alkylating (BRCA)	coding mutations		24	0.06233766233766234	2	0.009950248756218905	0.02578233679561108	1.5886777226906543	2.729951500257637	True	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	NF1		NF1 - Selective ER modulator (BRCA)	coding mutations		35	0.08793969849246232	5	0.024875621890547265	0.029185812139081925	1.5348282172890804	1.9225994816543053	True	False	False	True	False			False	True	False
Ovarian serous adenocarcinoma	OV	Anthracycline	TP53		TP53 - Anthracycline (OV)	coding mutations		21	0.8076923076923077	108	0.9818181818181818	0.02921785666089343	1.53435164584484	-3.6660674688648833	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Taxane	RNU1-70P		RNU1-70P - Taxane (PRAD)	Amp		15	0.06550218340611354	1	0.006535947712418301	0.0362126974926105	1.441139123276837	3.41734988427989	False	False	True	True	False			False	False	False
Breast carcinoma	BRCA	Alkylating	PIK3CA		PIK3CA - Alkylating (BRCA)	coding mutations		158	0.4103896103896104	58	0.2885572139303483	0.03671207241061677	1.4351910987133676	0.7863288700486024	True	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Anthracycline	PIK3CA		PIK3CA - Anthracycline (BRCA)	coding mutations		159	0.4108527131782946	58	0.2885572139303483	0.03676739590351831	1.434537128487996	0.7827221204958633	True	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	RP11-150O12.4		RP11-150O12.4 - Aromatase inhibitor (BRCA)	Amp		89	0.2514124293785311	28	0.13930348258706468	0.0409902554818545	1.3873193748278296	1.05136989463401	False	False	True	False	False			False	False	False
Breast carcinoma	BRCA	CDK4__6_inhibitor	PIK3CA		PIK3CA - CDK4  6 inhibitor (BRCA)	coding mutations		33	0.4852941176470588	58	0.2885572139303483	0.041163262366357235	1.3854902128318458	1.2176219232318806	True	False	False	False	False			False	True	False
Ovarian serous adenocarcinoma	OV	Anthracycline	KRAS		KRAS - Anthracycline (OV)	coding mutations		4	0.15384615384615385	1	0.00909090909090909	0.041163262366357235	1.3854902128318458	4.3088255008418415	True	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	TP53		TP53 - Pyrimidine antagonist (COREAD)	coding mutations		256	0.8152866242038217	29	0.5686274509803921	0.041163262366357235	1.3854902128318458	1.4751133821145206	True	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	PIK3CA		PIK3CA - Pyrimidine antagonist (COREAD)	coding mutations		54	0.17197452229299362	17	0.3333333333333333	0.041163262366357235	1.3854902128318458	-1.4705905759845104	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	CBFB		CBFB - Anthracycline (BRCA)	coding mutations		6	0.015503875968992248	12	0.05970149253731343	0.04153116363314019	1.3816259005209424	-2.005599877331674	False	False	True	False	False			False	True	False
Breast carcinoma	BRCA	Alkylating	CBFB		CBFB - Alkylating (BRCA)	coding mutations		6	0.015584415584415584	12	0.05970149253731343	0.042424964368210624	1.3723785137644646	-1.994240730711315	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Anti_HER2	TP53		TP53 - Anti HER2 (BRCA)	coding mutations		53	0.6794871794871795	99	0.4925373134328358	0.042424964368210624	1.3723785137644646	1.1277933368662991	True	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anthracycline	CBFB		CBFB - Anthracycline (BRCA ERpos)	coding mutations		6	0.022641509433962263	8	0.1	0.044072301289630515	1.3558342716753793	-2.2550177339802846	False	False	True	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkylating	CBFB		CBFB - Alkylating (BRCA ERpos)	coding mutations		6	0.022727272727272728	8	0.1	0.04445807974627339	1.3520492994779494	-2.2494632910078964	False	False	False	False	False			True	False	False
Prostate carcinoma	PRAD	Taxane	RB1		RB1 - Taxane (PRAD)	coding mutations		14	0.0611353711790393	1	0.006535947712418301	0.048467703822204965	1.3145475546730996	3.307235339560948	True	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anti_VEGF	FOXA1		FOXA1 - Anti VEGF (BRCA)	coding mutations		6	0.16666666666666666	7	0.03482587064676617	0.049221222284501535	1.3078476058948303	2.470890081799266	True	False	False	True	False			False	True	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	TP53		TP53 - Topoisomerase inhibitor (COREAD MSS)	coding mutations		114	0.8636363636363636	28	0.6666666666666666	0.049221222284501535	1.3078476058948303	1.663420528710286	True	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	TP53		TP53 - Platinum (COREAD MSS)	coding mutations		230	0.8550185873605948	28	0.6666666666666666	0.050310859311579484	1.2983382648430035	1.5605770109355712	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Anthracycline	ERBB2		ERBB2 - Anthracycline (BRCA)	coding mutations		22	0.056847545219638244	2	0.009950248756218905	0.0511522578779953	1.2911351916231368	2.5845441243778353	False	False	False	True	False			False	True	False
Prostate carcinoma	PRAD	Immunotherapy	TP53		TP53 - Immunotherapy (PRAD)	coding mutations		5	0.35714285714285715	12	0.0784313725490196	0.0511522578779953	1.2911351916231368	2.706812936798106	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Anti_EGFR	TP53		TP53 - Anti EGFR (COREAD)	coding mutations		38	0.8636363636363636	29	0.5686274509803921	0.0511522578779953	1.2911351916231368	2.155805053080148	False	False	False	False	False			False	False	False
Lung squamous cell carcinoma	LUSC	Platinum	RP11-15G16.1		RP11-15G16.1 - Platinum (LUSC)	Amp		5	0.23809523809523808	1	0.02127659574468085	0.0511651484233472	1.291025761704083	3.78090248429279	False	False	False	True	False			False	False	False
Prostate carcinoma	PRAD	Taxane	ERF		ERF - Taxane (PRAD)	coding mutations		10	0.043668122270742356	0	0.0	0.05160555574917744	1.2873035405951592	10.579315937580011	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	ERBB2		ERBB2 - Pyrimidine antagonist (BRCA)	coding mutations		17	0.059027777777777776	2	0.009950248756218905	0.05162345123332957	1.2871529645056798	2.647502131710835	False	False	False	True	False			False	True	False
Ovarian serous adenocarcinoma	OV	Anti_VEGF	TP53		TP53 - Anti VEGF (OV)	coding mutations		18	0.8181818181818182	108	0.9818181818181818	0.05162345123332957	1.2871529645056798	-3.567753210688933	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anti_AR__GnRH	HOXC13		HOXC13 - Anti AR  GnRH (BRCA)	coding mutations		5	0.0641025641025641	1	0.004975124378109453	0.05176926073928684	1.28592803666274	3.7760650386761814	False	False	False	True	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	PIK3CA		PIK3CA - Topoisomerase inhibitor (COREAD)	coding mutations		23	0.16911764705882354	17	0.3333333333333333	0.0536216102074088	1.270660148695315	-1.4962600114572089	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Platinum	MYB		MYB - Platinum (BRCA)	Amp		10	0.15625	8	0.03980099502487562	0.0540171777283389	1.267468110430467	2.14907682318555	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	TSHZ2		TSHZ2 - Anthracycline (BRCA)	Amp		63	0.16279069767441862	15	0.07462686567164178	0.0540171777283389	1.267468110430467	1.26777244478991	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anti_HER2	RNU4ATAC7P		RNU4ATAC7P - Anti HER2 (BRCA)	Amp		17	0.21794871794871795	16	0.07960199004975124	0.0540171777283389	1.267468110430467	1.68097231216125	False	False	False	False	False			False	False	False
Lung adenocarcinoma	LUAD	Anti_EGFR	MET		MET - Anti EGFR (LUAD)	Amp		14	0.34146341463414637	2	0.05555555555555555	0.0544320923872606	1.264144970941507	3.10320786873401	False	False	False	False	False	10.1186/s13045-019-0759-9		False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	CBFB		CBFB - Selective ER modulator (BRCA ERpos)	coding mutations		9	0.027439024390243903	8	0.1	0.0560546079013037	1.2513886809484986	-1.97189204476608	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Taxane	PIK3CA		PIK3CA - Taxane (BRCA)	coding mutations		147	0.40054495912806537	58	0.2885572139303483	0.0560546079013037	1.2513886809484986	0.7276471162603289	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Folate_antagonist	TP53		TP53 - Folate antagonist (BRCA)	coding mutations		8	0.23529411764705882	99	0.4925373134328358	0.0560546079013037	1.2513886809484986	-1.5964182692651516	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Anti_VEGF	PIK3CA		PIK3CA - Anti VEGF (COREAD)	coding mutations		34	0.17435897435897435	17	0.3333333333333333	0.0560546079013037	1.2513886809484986	-1.4509523969758655	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	MLK4		MLK4 - Pyrimidine antagonist (COREAD)	coding mutations		17	0.054140127388535034	8	0.1568627450980392	0.0560546079013037	1.2513886809484986	-1.8541411796083904	False	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Pyrimidine_antagonist	CBFB		CBFB - Pyrimidine antagonist (BRCA ERpos)	coding mutations		5	0.02358490566037736	8	0.1	0.058767340901768175	1.2308639597503856	-2.1950126810472703	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	AC005808.3		AC005808.3 - Pyrimidine antagonist (BRCA)	Amp		57	0.19791666666666666	20	0.09950248756218906	0.0589917376314691	1.2292088112788215	1.1568362263718999	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	ERBB2		ERBB2 - Aromatase inhibitor (BRCA)	coding mutations		19	0.05367231638418079	2	0.009950248756218905	0.06268348226336537	1.2028468851173582	2.501102704027263	False	False	False	True	False			False	True	False
Ovarian serous adenocarcinoma	OV	Taxane	RP11-145E5.5		RP11-145E5.5 - Taxane (OV)	Del		10	0.12345679012345678	1	0.00909090909090909	0.0641754102531235	1.192631346340224	3.9235625413005697	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Taxane	CBFB		CBFB - Taxane (BRCA)	coding mutations		6	0.01634877384196185	12	0.05970149253731343	0.06500629225243244	1.1870446039994342	-1.9241251330248723	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Taxane	EARS2		EARS2 - Taxane (BRCA)	coding mutations		12	0.0326975476839237	0	0.0	0.0693467244268815	1.1589740478845258	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	EARS2		EARS2 - Selective ER modulator (BRCA)	coding mutations		12	0.03015075376884422	0	0.0	0.0693467244268815	1.1589740478845258	10.972979786066293	False	False	False	True	False			False	True	False
Breast cancer ER+/HER2-	BRCA_ERpos	Taxane	CBFB		CBFB - Taxane (BRCA ERpos)	coding mutations		6	0.02608695652173913	8	0.1	0.06958444226534688	1.1574878493776743	-2.0464952852356966	False	False	False	False	False			True	False	False
Lung adenocarcinoma	LUAD	Anti_EGFR	TP53		TP53 - Anti EGFR (LUAD)	coding mutations		27	0.6585365853658537	13	0.3611111111111111	0.07794657417162758	1.1082029677240577	1.7710775749113885	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Taxane	RP11-346L1.2		RP11-346L1.2 - Taxane (BRCA)	Amp		87	0.23705722070844687	28	0.13930348258706468	0.0789487762115715	1.1026545976212447	0.939370270858104	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anti_HER2	CASC11		CASC11 - Anti HER2 (BRCA)	Amp		40	0.5128205128205128	67	0.3333333333333333	0.0789487762115715	1.1026545976212447	1.0699739555822099	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	mTOR_inhibitor	MDM2		MDM2 - mTOR inhibitor (BRCA)	Amp		9	0.13432835820895522	7	0.03482587064676617	0.0789487762115715	1.1026545976212447	2.09468401019483	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anti_HER2	CASC11		CASC11 - Anti HER2 (BRCA)	Amp		40	0.5128205128205128	67	0.3333333333333333	0.0789487762115715	1.1026545976212447	1.0699739555822099	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anti_HER2	CASC11		CASC11 - Anti HER2 (BRCA)	Amp		40	0.5128205128205128	67	0.3333333333333333	0.0789487762115715	1.1026545976212447	1.0699739555822099	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Taxane	CTC-444N24.11		CTC-444N24.11 - Taxane (BRCA)	Amp		20	0.05449591280653951	2	0.009950248756218905	0.0789487762115715	1.1026545976212447	2.51648843520881	False	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Taxane	GATA6		GATA6 - Taxane (OV)	coding mutations		5	0.06172839506172839	0	0.0	0.08058120254093523	1.0937662557737082	10.781359713524662	False	False	False	True	False			False	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	RP11-54A4.2		RP11-54A4.2 - Anti AR  GnRH (PRAD)	Amp		18	0.05555555555555555	1	0.006535947712418301	0.0822150008646667	1.0850489343045826	3.16605719932498	False	False	False	True	False			False	False	False
Prostate carcinoma	PRAD	Taxane	KMT2C		KMT2C - Taxane (PRAD)	coding mutations		26	0.11353711790393013	6	0.0392156862745098	0.08259938596871946	1.0830231811467854	1.6502733317863147	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anti_HER2	C6orf203		C6orf203 - Anti HER2 (BRCA)	Amp		13	0.16666666666666666	11	0.05472636815920398	0.0837031307258047	1.0772582979026353	1.78087503453248	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anti_HER2	C6orf203		C6orf203 - Anti HER2 (BRCA)	Amp		13	0.16666666666666666	11	0.05472636815920398	0.0837031307258047	1.0772582979026353	1.78087503453248	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	RP11-346L1.2		RP11-346L1.2 - Anthracycline (BRCA)	Amp		90	0.23255813953488372	28	0.13930348258706468	0.0857525309185784	1.0667530532356049	0.903359307407797	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Folate_antagonist	RP11-150O12.1		RP11-150O12.1 - Folate antagonist (BRCA)	Amp		11	0.3235294117647059	27	0.13432835820895522	0.0886773526211947	1.0521872808165562	1.61506244196264	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	mTOR_inhibitor	TBC1D3P1-DHX40P1		ERBB2 - mTOR inhibitor (BRCA)	Amp		17	0.2537313432835821	24	0.11940298507462686	0.0898807323564987	1.04633339756699	1.3205179853156699	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Taxane	CCND1		CCND1 - Taxane (BRCA)	Amp		103	0.28065395095367845	37	0.18407960199004975	0.0898807323564987	1.04633339756699	0.7888620126384459	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	mTOR_inhibitor	TBC1D3P1-DHX40P1		ERBB2 - mTOR inhibitor (BRCA)	Amp		17	0.2537313432835821	24	0.11940298507462686	0.0898807323564987	1.04633339756699	1.3205179853156699	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	mTOR_inhibitor	TBC1D3P1-DHX40P1		ERBB2 - mTOR inhibitor (BRCA)	Amp		17	0.2537313432835821	24	0.11940298507462686	0.0898807323564987	1.04633339756699	1.3205179853156699	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	mTOR_inhibitor	TBC1D3P1-DHX40P1		ERBB2 - mTOR inhibitor (BRCA)	Amp		17	0.2537313432835821	24	0.11940298507462686	0.0898807323564987	1.04633339756699	1.3205179853156699	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Taxane	ENSG00000141510_TP53		TP53 [splice sites] - Taxane (PRAD)	non-coding mutation	splice_sites	11	0.048034934497816595	1	0.006535947712418301	0.0899552306069503	1.0459735787587807	2.9410546079327937	True	False	False	True	False			False	False	False
Ovarian serous adenocarcinoma	OV	Platinum	GATA6		GATA6 - Platinum (OV)	coding mutations		5	0.058823529411764705	0	0.0	0.0914070350491351	1.0390203779484124	10.781359713524662	False	False	False	True	False			False	False	False
Lung adenocarcinoma	LUAD	Anti_EGFR	CDK6		CDK6 - Anti EGFR (LUAD)	Amp		12	0.2926829268292683	2	0.05555555555555555	0.0941549304996073	1.026156932867642	2.7817533150479	False	False	False	False	False	10.1038/ncomms13897		False	False	False
Lung adenocarcinoma	LUAD	Anti_EGFR	RN7SKP257		RN7SKP257 - Anti EGFR (LUAD)	Amp		16	0.3902439024390244	4	0.1111111111111111	0.0941549304996073	1.026156932867642	2.325958248238	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	RASSF5		NOTCH2 - Aromatase inhibitor (BRCA)	Amp		99	0.2796610169491525	37	0.18407960199004975	0.09561343106447699	1.0194810969762178	0.7817357700455859	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	RASSF5		NOTCH2 - Aromatase inhibitor (BRCA)	Amp		99	0.2796610169491525	37	0.18407960199004975	0.09561343106447699	1.0194810969762178	0.7817357700455859	False	False	False	False	False			False	False	False
